SportCode,SportCategoryCode,SportTournamentCode,BetLimitFactor
111,203795068,213770,2
111,203795068,214077,12
111,203795068,214082,2
111,203795068,214087,2
111,203795068,214113,6
111,203795068,214192,3
111,203795068,314917,0.99
111,203795068,315436,0.99
111,203795068,315639,0.99
111,203795068,321031,0.99
111,203795068,323865,0.99
111,203795068,327598,0.99
111,203795068,328768,0.99
111,203795068,337293,0.99
111,203795068,50811,0.99
111,203795068,50881,0.99
111,203795068,50887,0.99
111,203795068,50889,0.99
111,203795068,51007,0.99
111,203795068,51009,0.99
111,203795068,51739,0.99
111,203795068,52059,0.99
111,203795068,53039,0.99
111,203795068,53717,0.99
111,203795068,54998,0.99
111,203795068,56419,0.99
111,203795068,56431,0.99
111,203795068,57533,0.99
111,203795068,57544,0.99
111,203795068,57812,0.99
111,203795068,57974,0.99
111,203795068,58094,0.99
111,203795068,58912,0.99
111,203795068,58931,0.99
111,203795068,59020,0.99
111,203795068,59144,0.99
111,203795068,59272,0.99
111,203795068,59273,0.99
111,203795068,59274,0.99
111,203795068,59275,0.99
111,203795068,59283,0.99
111,203795068,59284,0.99
111,203795068,59286,0.99
111,203795068,59287,0.99
111,203795068,59308,0.99
111,203795068,59316,0.99
111,203795068,59317,0.99
111,203795068,59318,0.99
111,203795068,60335,0.99
111,203795068,60352,0.99
111,203795068,61032,0.99
111,203795068,61068,0.99
111,203795068,61070,0.99
111,203795068,62029,0.99
111,203795068,62030,0.99
111,203795068,62296,0.99
111,203795068,62596,0.99
111,203795068,62666,0.99
111,203795068,63321,0.99
111,203795068,63544,0.99
111,203795068,63546,0.99
111,203795068,63548,0.99
111,203795068,63550,0.99
111,203795068,63552,0.99
111,203795068,63554,0.99
111,203795068,63556,0.99
111,203795068,63558,0.99
111,203795068,63560,0.99
111,203795068,63562,0.99
111,203795068,63584,0.99
111,203795068,63791,0.99
111,203795068,64186,0.99
111,203795068,64295,0.99
111,203795068,64753,0.99
111,203795068,65459,0.99
111,203795068,65709,0.99
111,203795068,66623,0.99
111,203795068,66625,0.99
111,203795068,67247,0.99
111,203795068,68839,0.99
111,203795068,68858,0.99
111,203795068,68860,0.99
111,203795068,68861,0.99
111,203795068,69121,0.99
111,203795068,69517,0.99
111,203795068,69518,0.99
111,203795068,69695,0.99
111,203795068,70072,0.99
111,203795068,70420,0.99
111,203795068,70995,0.99
111,203795068,71085,0.99
111,203795068,71087,0.99
111,203795068,71162,0.99
111,203795068,71163,0.99
111,203795068,71164,0.99
111,203795068,71165,0.99
111,203795068,71272,0.99
111,203795068,71273,0.99
111,203795068,71501,0.99
111,203795068,71503,0.99
111,203795068,71896,0.99
111,203795068,72024,0.99
111,203795068,72025,0.99
111,203795068,72036,0.99
111,203795068,72051,0.99
111,203795068,72052,0.99
111,203795068,72054,0.99
111,203795068,72055,0.99
111,203795068,72070,0.99
111,203795068,72347,0.99
111,203795068,73149,0.99
111,203795068,73374,0.99
111,203795068,74176,0.99
111,203795068,74379,0.99
111,203795068,74380,0.99
111,203795068,74580,0.99
111,203795068,74600,0.99
111,203795068,74602,0.99
111,203795068,76117,0.99
111,203795068,76118,0.99
111,203795068,76909,0.99
111,203795068,77693,0.99
111,203795068,77695,0.99
111,203795068,77696,0.99
111,203795068,77697,0.99
111,203795068,77700,0.99
111,203795068,77702,0.99
111,203795068,77703,0.99
111,203795068,77704,0.99
111,203795068,77708,0.99
111,203795068,77709,0.99
111,203795068,77711,0.99
111,203795068,77712,0.99
111,203795068,77713,0.99
111,203795068,77714,0.99
111,203795068,77819,0.99
111,203795068,77820,0.99
111,203795068,77821,0.99
111,203795068,77822,0.99
111,203795068,77886,0.99
111,203795068,78035,0.99
111,203795068,78107,0.99
111,203795068,78108,0.99
111,203795068,78116,0.99
111,203795068,78205,0.99
111,203795068,78439,0.99
111,203795068,78450,0.99
111,203795068,78626,0.99
111,203795068,80060,0.99
111,203795068,80544,0.99
111,203795068,80554,0.99
111,203795068,80556,0.99
111,203795068,80893,0.99
111,203795068,80937,0.99
111,203795068,80945,0.99
111,203795068,80947,0.99
111,203795068,80977,0.99
111,203795068,82101,0.99
111,203795068,82103,0.99
111,203795068,82113,0.99
111,203795068,82283,0.99
111,203795068,82289,0.99
111,203795068,82303,0.99
111,203795068,82359,0.99
111,203795068,82695,0.99
111,203795068,82697,0.99
111,203795068,83354,0.99
111,203795068,83398,0.99
111,203795068,83428,0.99
111,203795068,83430,0.99
111,203795068,83924,0.99
111,203795068,84486,0.99
111,203795068,85010,0.99
111,203795068,85304,0.99
111,203795068,85306,0.99
111,203795068,85308,0.99
111,203795068,85740,0.99
111,203795068,88136,0.99
111,203795068,88138,0.99
111,203795068,88204,0.99
111,203795068,88907,0.99
111,203795068,89203,0.99
111,203795068,89205,0.99
111,203795068,89207,0.99
111,203795068,89209,0.99
111,203795068,89821,0.99
111,203795068,90405,0.99
111,203795068,90407,0.99
111,203795068,90409,0.99
111,203795068,90507,0.99
111,203795068,90509,0.99
111,203795068,90520,0.99
111,203795068,90533,0.99
111,203795068,90535,0.99
111,203795068,90643,0.99
111,203795068,90645,0.99
111,203795068,90647,0.99
111,203795068,90649,0.99
111,203795068,90655,0.99
111,203795068,90657,0.99
111,203795068,90687,0.99
111,203795068,90743,0.99
111,203795068,90764,0.99
111,203795068,90893,0.99
111,203795068,90895,0.99
111,203795068,91076,0.99
111,203795068,91077,0.99
111,203795068,91078,0.99
111,203795068,91079,0.99
111,203795068,91244,0.99
111,203795068,91245,0.99
111,203795068,91625,0.99
111,203795068,91677,0.99
111,203795068,92712,0.99
111,203795068,93182,0.99
111,203795068,93228,0.99
111,203795068,93247,0.99
111,203795068,93777,0.99
111,203795068,93817,0.99
111,203795068,93973,0.99
111,203795068,93981,0.99
111,203795068,94007,0.99
111,203795068,94049,0.99
111,203795068,94057,0.99
111,203795068,94087,0.99
111,203795068,94089,0.99
111,203795068,94158,0.99
111,203795068,94201,0.99
111,203795068,94205,0.99
111,203795068,94209,0.99
111,203795068,94239,0.99
111,203795068,94315,0.99
111,203795068,94407,0.99
111,203795075,209090,2
111,203795075,209341,2
111,203795075,210032,1
111,203795075,210255,1
111,203795089,213271,2
111,200000003,208768,2
111,200000003,209487,8
111,203795071,207629,2
111,203795071,208043,2
111,203795071,209073,2
111,203795071,210341,4
111,203795071,211054,2
111,203795071,211055,2
111,203795071,211088,4
24,166,11075,5
24,166,13607,5
24,166,13948,5
24,166,13949,5
24,166,35692,5
24,166,35693,5
24,166,35694,5
24,166,35695,5
24,166,36358,5
24,166,36359,5
24,166,36503,5
24,166,36504,5
24,166,37214,5
24,166,37215,5
24,166,37216,5
24,166,37217,5
24,166,37218,5
24,166,37219,5
24,166,38990,5
24,166,38991,5
24,166,38992,5
24,166,39285,5
24,166,39286,5
24,166,39287,5
24,166,39288,5
24,166,3965,5
24,166,45131,5
24,166,45132,5
24,166,45133,5
24,166,45134,3
24,166,45135,3
24,166,46507,5
24,166,46518,3
24,166,4796,5
24,166,5232,5
24,166,53256,5
24,166,61033,5
24,166,61034,5
24,166,61035,5
24,166,61036,5
24,166,61641,5
24,166,61659,5
24,166,61785,5
24,166,61826,5
24,166,65026,5
24,166,65027,5
24,166,65028,5
24,166,65029,5
24,166,65030,5
24,166,65031,5
24,166,65033,5
24,166,6664,5
24,166,68085,5
24,166,68087,5
24,166,68339,5
24,166,68341,5
24,166,72997,5
24,166,72999,5
24,166,73001,5
24,166,73003,5
24,166,73005,5
24,166,73820,5
24,166,73828,5
24,166,73982,1.99
24,166,73984,5
24,166,7549,5
24,166,77291,5
24,166,77305,5
24,166,83464,5
24,166,83466,5
24,166,84750,3
24,166,84752,3
24,166,84754,3
24,166,84756,3
24,166,84758,3
24,166,84760,3
24,166,84762,3
24,166,84764,3
24,166,85736,5
24,166,85738,3
24,166,8679,5
24,166,8680,5
24,166,8683,5
24,166,8684,5
24,166,87010,3
24,166,87012,3
24,166,8932,5
24,166,8934,5
7,167,1525,5
7,167,29572,5
7,167,29573,5
7,167,86514,5
7,167,86516,5
7,167,89805,5
7,167,89807,5
7,167,89809,5
7,394,13756,5
7,394,13757,5
7,394,13758,5
7,394,4840,5
7,63,111,5
7,63,13870,5
7,63,13871,5
7,63,1916,5
7,63,2844,5
7,63,29575,5
7,63,29576,5
7,63,29577,5
7,63,58750,5
7,63,7785,5
7,396,15211,5
7,396,4869,5
7,396,7572,5
7,396,7573,5
7,70,152,5
7,70,5704,5
7,70,5710,5
29,269,14210,5
29,269,25577,5
29,269,25599,5
29,269,3001,5
29,269,5307,5
29,541,11806,5
29,541,11807,5
29,541,11808,5
29,541,11810,5
29,541,13610,5
29,541,13612,5
29,541,13613,5
29,541,13614,5
29,541,13615,5
29,541,13616,5
29,541,13617,5
29,541,13620,5
29,541,13621,5
29,541,13622,5
29,541,13623,5
29,541,13624,5
29,541,13625,5
29,541,15422,5
29,541,21391,5
29,541,28732,5
29,541,3037,5
29,541,37213,5
29,541,38026,5
29,541,38027,5
29,541,45112,5
29,541,45113,5
29,541,47655,5
29,541,47656,5
29,541,53173,5
29,541,54087,5
29,541,54939,5
29,541,63911,5
29,541,63912,5
29,541,73468,1.99
29,541,73478,3
29,541,82011,5
29,541,85876,5
29,541,85878,5
29,541,85982,5
29,541,85984,5
29,541,93773,1.99
29,541,9948,5
29,185,10588,5
29,185,12822,5
29,185,1785,5
29,185,32198,5
29,185,33530,2
29,185,33603,2
29,185,4835,5
29,185,69964,3
29,185,9416,3
29,185,9417,3
29,185,9850,5
29,187,12605,5
29,187,14801,5
29,187,1801,5
29,186,10022,5
29,186,10023,5
29,186,10635,5
29,186,1787,5
29,186,3222,5
29,186,49084,5
29,186,6785,5
29,183,10217,5
29,183,10699,5
29,183,13883,5
29,183,14815,5
29,183,1786,5
29,183,2840,5
29,183,35019,5
29,183,40402,5
29,183,7462,5
29,183,8491,5
9,28,23134,5
9,28,34912,5
9,28,34913,5
9,28,34956,5
9,28,34964,5
9,28,35029,5
9,28,35043,5
9,28,35491,5
9,28,35492,5
9,28,35633,5
9,28,35634,5
9,28,35706,5
9,28,35707,5
9,28,36303,5
9,28,36304,5
9,28,36350,5
9,28,36517,5
9,28,36520,5
9,28,36553,5
9,28,36554,5
9,28,36786,5
9,28,36787,5
9,28,36826,5
9,28,36827,5
9,28,37147,5
9,28,37222,5
9,28,37223,5
9,28,37389,5
9,28,37390,5
9,28,37434,5
9,28,37860,5
9,28,37861,5
9,28,37917,5
9,28,37918,5
9,28,38054,5
9,28,38056,5
9,28,38480,5
9,28,38483,5
9,28,38569,5
9,28,38571,5
9,28,38630,5
9,28,38832,5
9,28,38850,5
9,28,38916,5
9,28,38917,5
9,28,38958,5
9,28,38974,5
9,28,38976,5
9,28,39033,5
9,28,39035,5
9,28,39085,5
9,28,39087,5
9,28,39147,5
9,28,39148,5
9,28,39282,5
9,28,39283,5
9,28,39379,5
9,28,39809,5
9,28,39810,5
9,28,40169,5
9,28,40404,5
9,28,40405,5
9,28,40445,5
9,28,40446,5
9,28,40938,5
9,28,40940,5
9,28,40941,5
9,28,41129,5
9,28,41136,5
9,28,41164,5
9,28,41165,5
9,28,41503,5
9,28,41505,5
9,28,41548,5
9,28,41549,5
9,28,42033,5
9,28,42201,5
9,28,42206,5
9,28,42239,5
9,28,42240,5
9,28,42242,5
9,28,42524,5
9,28,42525,5
9,28,42744,5
9,28,42745,5
9,28,42794,5
9,28,42796,5
9,28,43137,5
9,28,43425,5
9,28,43426,5
9,28,43533,5
9,28,43662,5
9,28,43958,5
9,28,43960,5
9,28,44018,5
9,28,44019,5
9,28,44390,5
9,28,44392,5
9,28,44464,5
9,28,44465,5
9,28,44839,5
9,28,44841,5
9,28,44870,5
9,28,44941,5
9,28,44942,5
9,28,44953,5
9,28,45084,5
9,28,45156,5
9,28,45157,5
9,28,45388,5
9,28,45389,5
9,28,45649,5
9,28,45650,5
9,28,45809,5
9,28,45810,5
9,28,46099,5
9,28,46100,5
9,28,46161,5
9,28,46162,5
9,28,46257,5
9,28,46451,5
9,28,46491,5
9,28,46492,5
9,28,46545,5
9,28,46546,5
9,28,46831,5
9,28,46909,5
9,28,46910,5
9,28,46970,5
9,28,46974,5
9,28,47275,5
9,28,47321,5
9,28,47488,5
9,28,47489,5
9,28,47532,5
9,28,47533,5
9,28,47602,5
9,28,47645,5
9,28,47648,5
9,28,47775,5
9,28,47780,5
9,28,47858,5
9,28,48143,5
9,28,48146,5
9,28,49166,5
9,28,49168,5
9,28,49663,5
9,28,49673,5
9,28,49711,5
9,28,49717,5
9,28,49900,5
9,28,49902,5
9,28,49960,5
9,28,49961,5
9,28,50083,5
9,28,50148,5
9,28,50190,5
9,28,50191,5
9,28,50230,5
9,28,50238,5
9,28,50323,5
9,28,50329,5
9,28,50729,5
9,28,50792,5
9,28,50793,5
9,28,50861,5
9,28,50862,5
9,28,50935,5
9,28,50936,5
9,28,50993,5
9,28,51776,5
9,28,51779,5
9,28,51936,5
9,28,51939,5
9,28,52087,5
9,28,52089,5
9,28,52223,5
9,28,52227,5
9,28,52281,5
9,28,52283,5
9,28,52606,5
9,28,52607,5
9,28,53040,5
9,28,53044,5
9,28,53164,5
9,28,53165,5
9,28,53237,5
9,28,53238,5
9,28,53659,5
9,28,53663,5
9,28,53748,5
9,28,53749,1.99
9,28,53750,5
9,28,53751,5
9,28,53752,5
9,28,53995,5
9,28,54053,5
9,28,54113,5
9,28,54466,5
9,28,54852,5
9,28,54853,5
9,28,54901,5
9,28,54937,5
9,28,55007,5
9,28,55009,5
9,28,55161,5
9,28,55164,5
9,28,55219,5
9,28,55233,5
9,28,55311,5
9,28,55317,5
9,28,55964,5
9,28,56041,5
9,28,56044,5
9,28,56109,5
9,28,56118,5
9,28,56119,1.99
9,28,56174,1.99
9,28,56175,1.99
9,28,56178,5
9,28,56298,5
9,28,56384,5
9,28,56385,5
9,28,56477,5
9,28,56478,5
9,28,56483,5
9,28,56628,5
9,28,56629,5
9,28,56638,5
9,28,56788,5
9,28,57400,5
9,28,57490,5
9,28,57491,5
9,28,57594,5
9,28,57599,5
9,28,57689,5
9,28,57690,5
9,28,57768,5
9,28,57770,5
9,28,57857,5
9,28,57858,5
9,28,58026,5
9,28,58027,5
9,28,58161,5
9,28,58162,5
9,28,58223,5
9,28,58226,5
9,28,58413,5
9,28,58621,5
9,28,58756,5
9,28,58757,5
9,28,58844,1.99
9,28,58902,5
9,28,59173,5
9,28,59175,5
9,28,59309,5
9,28,59310,5
9,28,59435,5
9,28,59437,1.99
9,28,59646,1.99
9,28,59649,1.99
9,28,59854,1.99
9,28,59855,1.99
9,28,59918,1.99
9,28,59921,1.99
9,28,60044,1.99
9,28,60046,1.99
9,28,60224,1.99
9,28,60225,1.99
9,28,60401,1.99
9,28,60560,1.99
9,28,60872,1.99
9,28,60874,1.99
9,28,60883,1.99
9,28,61059,1.99
9,28,61060,1.99
9,28,61284,1.99
9,28,61290,1.99
9,28,61458,1.99
9,28,61474,1.99
9,28,61656,1.99
9,28,61879,1.99
9,28,61883,1.99
9,28,61982,1.99
9,28,62129,1.99
9,28,62131,1.99
9,28,62467,1.99
9,28,62468,1.99
9,28,62469,1.99
9,28,62714,1.99
9,28,62716,1.99
9,28,63012,1.99
9,28,63013,1.99
9,28,63325,1.99
9,28,63390,1.99
9,28,63399,1.99
9,28,63622,1.99
9,28,63628,1.99
9,28,63807,1.99
9,28,64006,1.99
9,28,64015,1.99
9,28,64155,1.99
9,28,64309,1.99
9,28,64310,1.99
9,28,64390,1.99
9,28,64402,1.99
9,28,64986,1.99
9,28,64989,1.99
9,28,65001,1.99
9,28,65003,1.99
9,28,65112,1.99
9,28,65124,1.99
9,28,65253,1.99
9,28,65471,1.99
9,28,65710,1.99
9,28,66568,1.99
9,28,66819,1.99
9,28,66820,1.99
9,28,66986,1.99
9,28,67120,1.99
9,28,67124,1.99
9,28,67272,1.99
9,28,67281,1.99
9,28,67455,1.99
9,28,67460,1.99
9,28,67541,1.99
9,28,67543,1.99
9,28,67636,1.99
9,28,67649,1.99
9,28,67710,1.99
9,28,68192,1.99
9,28,68193,1.99
9,28,68380,1.99
9,28,68381,1.99
9,28,68742,1.99
9,28,68916,1.99
9,28,68919,1.99
9,28,69115,1.99
9,28,69493,1.99
9,28,69510,1.99
9,28,69680,1.99
9,28,69681,1.99
9,28,69923,1.99
9,28,69926,1.99
9,28,69978,1.99
9,28,69982,1.99
9,28,70073,1.99
9,28,70074,1.99
9,28,70318,1.99
9,28,70699,1.99
9,28,70704,1.99
9,28,70849,1.99
9,28,70863,1.99
9,28,71147,1.99
9,28,71156,1.99
9,28,71620,1.99
9,28,71624,1.99
9,28,71831,1.99
9,28,71852,1.99
9,28,71869,1.99
9,28,71984,1.99
9,28,71998,1.99
9,28,72140,1.99
9,28,72147,1.99
9,28,72346,1.99
9,28,72616,1.99
9,28,72651,1.99
9,28,72731,1.99
9,28,72736,1.99
9,28,72737,1.99
9,28,73055,1.99
9,28,73261,1.99
9,28,73262,1.99
9,28,73634,1.99
9,28,73639,1.99
9,28,73816,1.99
9,28,74051,1.99
9,28,74058,1.99
9,28,74371,1.99
9,28,74392,1.99
9,28,74920,1.99
9,28,75083,1.99
9,28,75178,1.99
9,28,75287,1.99
9,28,75505,1.99
9,28,75514,1.99
9,28,75729,1.99
9,28,75903,1.99
9,28,75909,1.99
9,28,76161,1.99
9,28,76290,1.99
9,28,76451,1.99
9,28,76463,1.99
9,28,76482,1.99
9,28,76762,1.99
9,28,76849,1.99
9,28,77156,1.99
9,28,77449,1.99
6,59,10424,3
6,59,1048,3
6,59,10600,5
6,59,10601,5
6,59,10602,5
6,59,113,3
6,59,133,5
6,59,17307,5
6,59,17308,3
6,59,1973,3
6,59,244,5
6,59,2443,2
6,59,245,3
6,59,34983,3
6,59,5775,3
6,59,5821,3
6,59,5918,5
6,59,5919,5
6,59,6005,2
6,59,69954,3
6,59,79852,3
6,59,80647,2
6,410,10397,3
6,410,17565,3
6,410,20266,2
6,410,20267,3
6,410,20543,5
6,410,20570,5
6,410,25598,3
6,410,34909,5
6,410,41125,3
6,410,5006,5
6,302,10567,1
6,302,10679,1
6,302,17725,1
6,302,17726,1
6,302,17727,1
6,302,17729,1
6,302,22634,2
6,302,22635,2
6,302,22636,2
6,302,29579,1
6,302,29580,1
6,302,33502,1
6,302,3626,2
6,302,3627,1
6,302,38550,1
6,302,42406,2
6,302,42407,2
6,302,46258,1
6,214,10620,3
6,214,10621,3
6,214,10622,3
6,214,20476,5
6,214,20477,5
6,214,20478,3
6,214,2142,3
6,214,3176,3
6,214,3198,5
6,214,3624,3
6,151,1081,5
6,151,11353,5
6,151,15692,5
6,151,15694,5
6,151,27286,5
6,151,27822,5
6,151,3192,3
6,151,38161,3
6,151,42056,5
6,151,56248,3
6,151,5835,3
6,73,10518,3
6,73,10927,3
6,73,1103,5
6,73,11036,5
6,73,11037,5
6,73,11040,5
6,73,11477,3
6,73,11478,3
6,73,11479,3
6,73,11480,3
6,73,11481,3
6,73,11482,3
6,73,12425,5
6,73,12958,5
6,73,13179,5
6,73,13181,5
6,73,13182,5
6,73,13478,3
6,73,14476,5
6,73,15076,5
6,73,15077,5
6,73,15078,5
6,73,16433,1
6,73,17122,5
6,73,17134,5
6,73,17135,5
6,73,17136,5
6,73,17137,5
6,73,1733,5
6,73,17621,5
6,73,17821,5
6,73,17974,5
6,73,17975,5
6,73,17976,5
6,73,17977,5
6,73,17978,5
6,73,17979,5
6,73,17990,3
6,73,17991,3
6,73,17992,3
6,73,17993,3
6,73,183,5
6,73,18683,5
6,73,18684,5
6,73,19107,5
6,73,19108,5
6,73,19340,1
6,73,19780,3
6,73,19909,5
6,73,19910,5
6,73,19911,5
6,73,19923,3
6,73,19924,3
6,73,19925,5
6,73,19926,5
6,73,19927,5
6,73,19928,5
6,73,19929,5
6,73,20655,5
6,73,20723,5
6,73,20724,5
6,73,21392,5
6,73,21393,5
6,73,21394,5
6,73,217,8
6,73,21761,5
6,73,218,5
6,73,22627,5
6,73,22628,5
6,73,22629,5
6,73,22630,5
6,73,22631,5
6,73,22664,5
6,73,23096,1
6,73,2354,5
6,73,2355,5
6,73,2356,5
6,73,2357,5
6,73,2465,5
6,73,2466,5
6,73,2467,5
6,73,2468,5
6,73,25601,2
6,73,25603,1
6,73,26409,1
6,73,26446,3
6,73,2702,5
6,73,27122,3
6,73,27123,3
6,73,27124,3
6,73,27125,3
6,73,27126,3
6,73,27127,3
6,73,2780,5
6,73,2781,5
6,73,2782,5
6,73,2783,5
6,73,27950,5
6,73,282,5
6,73,28695,3
6,73,28696,3
6,73,28697,3
6,73,28698,3
6,73,28699,3
6,73,28700,3
6,73,28701,3
6,73,28702,3
6,73,2872,5
6,73,2873,5
6,73,29092,5
6,73,32008,1
6,73,33295,1
6,73,3421,1
6,73,34568,3
6,73,34569,3
6,73,34570,3
6,73,34571,3
6,73,34572,3
6,73,34573,3
6,73,34602,1
6,73,34938,3
6,73,34939,3
6,73,34940,3
6,73,34941,3
6,73,3513,1
6,73,3550,3
6,73,35670,3
6,73,35672,3
6,73,35673,3
6,73,35711,3
6,73,35712,3
6,73,35713,3
6,73,35714,3
6,73,35716,3
6,73,37407,5
6,73,37423,5
6,73,37708,5
6,73,37911,5
6,73,38035,5
6,73,38194,5
6,73,38195,5
6,73,38196,5
6,73,38549,3
6,73,3927,5
6,73,3928,5
6,73,3929,5
6,73,3930,5
6,73,39344,3
6,73,39345,2
6,73,4042,5
6,73,4043,5
6,73,4044,5
6,73,4045,5
6,73,4105,5
6,73,4106,5
6,73,42044,1
6,73,42046,1
6,73,42047,1
6,73,42049,1
6,73,42050,1
6,73,42051,1
6,73,42052,1
6,73,42401,3
6,73,43546,3
6,73,43547,3
6,73,44395,5
6,73,44916,1
6,73,45137,1
6,73,45138,1
6,73,45153,8
6,73,45172,3
6,73,45173,3
6,73,46102,3
6,73,46103,3
6,73,46104,3
6,73,46105,3
6,73,46434,3
6,73,46435,3
6,73,46436,3
6,73,46444,3
6,73,46449,3
6,73,46453,3
6,73,46530,2
6,73,46949,1
6,73,46950,1
6,73,48094,3
6,73,49877,3
6,73,5029,5
6,73,5030,5
6,73,5031,5
6,73,5032,5
6,73,51733,3
6,73,5251,2
6,73,5259,5
6,73,5260,5
6,73,5261,2
6,73,5333,5
6,73,5334,5
6,73,5339,5
6,73,5343,5
6,73,53570,3
6,73,53574,5
6,73,54028,3
6,73,54058,2
6,73,54060,2
6,73,5419,5
6,73,5420,5
6,73,54609,2
6,73,5476,3
6,73,55287,5
6,73,56189,3
6,73,56512,3
6,73,56578,5
6,73,56579,5
6,73,56580,5
6,73,56581,5
6,73,56843,5
6,73,56844,5
6,73,58627,3
6,73,59172,3
6,73,59254,3
6,73,59255,3
6,73,59528,3
6,73,60028,2
6,73,60029,2
6,73,60030,2
6,73,60031,2
6,73,60041,2
6,73,61243,2
6,73,61328,3
6,73,61436,1
6,73,61437,1
6,73,61438,1
6,73,61439,1
6,73,61460,3
6,73,62035,1.99
6,73,62114,1
6,73,62115,1
6,73,62116,1
6,73,62117,1
6,73,62118,3
6,73,62120,5
6,73,62122,5
6,73,62234,1
6,73,62235,1
6,73,62236,1
6,73,62237,1
6,73,62300,2
6,73,62402,1
6,73,62403,1
6,73,62404,1
6,73,62405,1
6,73,62406,1
6,73,62407,1
6,73,62408,1
6,73,62409,1
6,73,62410,1
6,73,62411,1
6,73,62412,1
6,73,62823,3
6,73,6545,1
6,73,6649,1
6,73,68823,3
6,73,70832,3
6,73,70834,3
6,73,70840,3
6,73,70842,5
6,73,71003,5
6,73,71005,5
6,73,71007,5
6,73,71009,5
6,73,71011,5
6,73,71013,5
6,73,71015,5
6,73,71017,5
6,73,71019,5
6,73,71021,5
6,73,71023,3
6,73,71025,3
6,73,71027,3
6,73,71029,3
6,73,71031,3
6,73,71033,3
6,73,71035,3
6,73,71037,3
6,73,71039,3
6,73,71041,3
6,73,71043,3
6,73,71045,3
6,73,71047,3
6,73,71049,3
6,73,71051,3
6,73,71053,3
6,73,71055,3
6,73,71057,3
6,73,71059,3
6,73,71061,3
6,73,71063,2
6,73,71065,2
6,73,71067,2
6,73,71069,2
6,73,71071,2
6,73,71073,1
6,73,71075,1
6,73,71077,1
6,73,71079,1
6,73,71081,1
6,73,71083,3
6,73,71089,3
6,73,71668,2
6,73,71669,2
6,73,719,1
6,73,720,1
6,73,72236,3
6,73,72302,5
6,73,72503,2
6,73,72565,2
6,73,72567,2
6,73,72571,3
6,73,72573,3
6,73,72577,3
6,73,72581,3
6,73,7298,5
6,73,73007,5
6,73,73009,5
6,73,73011,5
6,73,73013,5
6,73,73015,3
6,73,73017,3
6,73,73284,3
6,73,73472,5
6,73,73474,5
6,73,73476,5
6,73,73714,3
6,73,73716,3
6,73,7374,5
6,73,73774,5
6,73,7481,5
6,73,7482,5
6,73,75082,5
6,73,7569,5
6,73,7570,5
6,73,7656,5
6,73,7726,1
6,73,7732,1
6,73,79719,3
6,73,79730,3
6,73,80661,1
6,73,81715,3
6,73,821,5
6,73,82116,3
6,73,83642,5
6,73,83644,5
6,73,83680,1
6,73,83682,1
6,73,83684,1
6,73,83686,1
6,73,83688,1
6,73,83690,1
6,73,83692,1
6,73,83706,1
6,73,83708,1
6,73,83710,1
6,73,83712,1
6,73,83716,1
6,73,83718,1
6,73,83961,1
6,73,840,5
6,73,84142,1
6,73,84144,1
6,73,84146,1
6,73,84148,1
6,73,84150,1
6,73,84152,1
6,73,84154,1
6,73,84156,1
6,73,842,5
6,73,84540,3
6,73,84542,3
6,73,84544,3
6,73,84546,3
6,73,84548,3
6,73,84550,3
6,73,84552,3
6,73,84554,3
6,73,84746,1.99
6,73,84748,1.99
6,73,85310,3
6,73,8559,5
6,73,85710,1
6,73,85838,5
6,73,85840,5
6,73,8590,1
6,73,85990,5
6,73,85992,5
6,73,8656,3
6,73,8895,5
6,73,8917,5
6,73,8919,5
6,73,89641,5
6,73,89643,5
6,73,89647,5
6,73,89819,5
6,73,90029,5
6,73,9014,5
6,73,9019,2
6,73,9021,3
6,73,9022,3
6,73,9023,3
6,73,9025,5
6,73,9026,5
6,73,9027,5
6,73,9028,5
6,73,9029,5
6,73,9030,5
6,73,90399,3
6,73,90521,3
6,73,912,5
6,73,913,5
6,73,9852,3
6,73,9889,5
6,796,35667,5
6,796,35669,5
6,403,30053,2
6,403,30054,2
6,403,33250,1
6,403,33545,1
6,403,38570,1
6,403,4965,2
6,403,5018,1
6,403,75056,1.99
6,403,80252,2
6,69,1245,3
6,69,145,5
6,69,1711,3
6,69,3115,5
6,69,34942,5
6,69,3563,3
6,69,4156,5
6,69,4158,3
6,69,4373,5
6,69,4374,3
6,69,46448,5
6,69,7043,3
6,69,78197,5
6,69,78199,5
6,69,81393,3
6,69,81395,3
6,249,15689,5
6,249,2658,5
6,249,27807,5
6,249,3769,3
6,249,42415,3
6,249,42774,5
6,249,5738,5
6,53,1620,3
6,53,16956,3
6,53,18835,3
6,53,212,5
6,53,3299,5
6,53,33552,3
6,53,33553,3
6,53,688,5
6,53,742,3
6,53,95,5
6,53,9848,3
6,58,100,3
6,58,11440,3
6,58,1528,2
6,58,1667,5
6,58,1668,5
6,58,179,3
6,58,210,5
6,58,5802,5
6,58,7971,3
6,58,7979,5
6,58,8022,3
6,58,9157,2
6,58,99,5
6,173,12005,3
6,173,15522,5
6,173,15523,5
6,173,22632,5
6,173,3618,5
6,173,42771,5
6,173,43391,5
6,173,50949,5
6,173,6174,5
6,300,10128,3
6,300,22633,5
6,300,25597,5
6,300,29560,5
6,300,29561,5
6,300,3619,5
6,300,69802,5
6,300,70836,1.99
6,300,8026,1.99
6,325,15363,5
6,325,15364,5
6,325,38228,5
6,325,3834,3
6,325,3923,5
6,325,43989,5
6,325,49687,3
