SportCode,SportCategoryCode,SportTournamentCode,BetLimitFactor
31,259,51820,5
31,259,51821,5
31,259,51822,5
31,259,51823,5
31,259,51830,5
31,259,51831,5
31,259,51832,5
31,259,51834,5
31,259,51952,5
31,259,51953,5
31,259,51954,5
31,259,51955,5
31,259,51956,5
31,259,52072,5
31,259,52073,5
31,259,52074,5
31,259,52075,5
31,259,52076,5
31,259,52078,5
31,259,52079,5
31,259,52080,5
31,259,52081,5
31,259,52082,5
31,259,52104,5
31,259,52106,5
31,259,52238,5
31,259,52239,5
31,259,52240,5
31,259,52241,5
31,259,52242,5
31,259,52578,5
31,259,52580,5
31,259,52581,5
31,259,52582,5
31,259,53062,5
31,259,53063,5
31,259,53064,5
31,259,53065,5
31,259,53066,5
31,259,53067,5
31,259,53068,5
31,259,53069,5
31,259,53070,5
31,259,53101,5
31,259,53102,5
31,259,53103,5
31,259,53104,5
31,259,53109,5
31,259,53110,5
31,259,53154,5
31,259,53155,5
31,259,53156,5
31,259,53157,5
31,259,53211,5
31,259,53212,5
31,259,53213,5
31,259,53214,5
31,259,53215,5
31,259,53216,5
31,259,53217,5
31,259,53218,5
31,259,53219,5
31,259,53699,5
31,259,53700,5
31,259,53701,5
31,259,53702,5
31,259,53703,5
31,259,53705,5
31,259,53706,5
31,259,53707,5
31,259,53726,5
31,259,53727,5
31,259,53728,5
31,259,53729,5
31,259,53730,5
31,259,53753,5
31,259,53754,5
31,259,53755,5
31,259,53756,5
31,259,53757,5
31,259,54091,5
31,259,54092,5
31,259,54093,5
31,259,54094,5
31,259,54095,5
31,259,54096,5
31,259,54097,5
31,259,54098,5
31,259,54101,5
31,259,54102,5
31,259,55151,5
31,259,55152,5
31,259,55153,5
31,259,55154,5
31,259,55155,5
31,259,55220,5
31,259,55221,5
31,259,55223,5
31,259,55224,5
31,259,55226,5
31,259,55227,5
31,259,55228,5
31,259,55229,5
31,259,55230,5
31,259,55253,5
31,259,55254,5
31,259,55255,5
31,259,55256,5
31,259,55257,5
31,259,55290,5
31,259,55291,5
31,259,55292,5
31,259,55293,5
31,259,55294,5
31,259,55295,5
31,259,55296,5
31,259,55297,5
31,259,55298,5
31,259,55463,5
31,259,55464,5
31,259,55465,5
31,259,55466,5
31,259,55467,5
31,259,55468,5
31,259,55475,5
31,259,55476,5
31,259,55477,5
31,259,55478,5
31,259,55479,5
31,259,55930,5
31,259,55931,5
31,259,55932,5
31,259,55933,5
31,259,55934,5
31,259,55935,5
31,259,55936,5
31,259,55937,5
31,259,55938,5
31,259,55939,5
31,259,56021,5
31,259,56022,5
31,259,56024,5
31,259,56025,5
31,259,56026,5
31,259,56027,5
31,259,56028,5
31,259,56029,5
31,259,56030,5
31,259,56033,5
31,259,56034,5
31,259,56035,5
31,259,56037,5
31,259,56066,5
31,259,56067,5
31,259,56068,5
31,259,56069,5
31,259,56070,5
31,259,56071,5
31,259,56072,5
31,259,56073,5
31,259,56074,5
31,259,56075,5
31,259,56146,5
31,259,56147,5
31,259,56148,5
31,259,56149,5
31,259,56150,5
31,259,56151,5
31,259,56152,5
31,259,56153,5
31,259,56154,5
31,259,56155,5
31,259,56165,5
31,259,56166,5
31,259,56167,5
31,259,56168,5
31,259,56169,5
31,259,56218,5
31,259,56219,5
31,259,56220,5
31,259,56221,5
31,259,56222,5
31,259,56223,5
31,259,56224,5
31,259,56225,5
31,259,56226,5
31,259,56304,5
31,259,56305,5
31,259,56306,5
31,259,56307,5
31,259,56308,5
31,259,56371,5
31,259,56372,5
31,259,56373,5
31,259,56374,5
31,259,56375,5
31,259,56450,5
31,259,56451,5
31,259,56453,5
31,259,56454,5
31,259,56455,5
31,259,56456,5
31,259,56457,5
31,259,56458,5
31,259,56513,5
31,259,56514,5
31,259,56515,5
31,259,56516,5
31,259,56517,5
31,259,56518,5
31,259,56519,5
31,259,56520,5
31,259,56521,5
31,259,56522,5
31,259,56533,5
31,259,56534,5
31,259,56535,5
31,259,56536,5
31,259,56537,5
31,259,56538,5
31,259,56539,5
31,259,56540,5
31,259,56541,5
31,259,56582,5
31,259,56583,5
31,259,56584,5
31,259,56585,5
31,259,56586,5
31,259,56587,5
31,259,56588,5
31,259,56589,5
31,259,56704,5
31,259,56705,5
31,259,56768,5
31,259,56769,5
31,259,56770,5
31,259,56771,5
31,259,56772,5
31,259,56777,5
31,259,56778,5
31,259,56779,5
31,259,56780,5
31,259,56781,5
31,259,56783,5
31,259,56784,5
31,259,56785,5
31,259,56860,5
31,259,56861,5
31,259,56862,5
31,259,56863,5
31,259,56864,5
31,259,56865,5
31,259,56866,5
31,259,56867,5
31,259,56868,5
31,259,56869,5
31,259,56870,5
31,259,56871,5
31,259,56872,5
31,259,56873,5
31,259,56874,5
31,259,56875,5
31,259,56876,5
31,259,56877,5
31,259,56878,5
31,259,56879,5
31,259,56880,5
31,259,56881,5
31,259,56882,5
31,259,56883,5
31,259,56884,5
31,259,57355,5
31,259,57356,5
31,259,57357,5
31,259,57358,5
31,259,57359,5
31,259,57520,5
31,259,57521,5
31,259,57522,5
31,259,57523,5
31,259,57524,5
31,259,57525,5
31,259,57526,5
31,259,57527,5
31,259,57528,5
31,259,57632,5
31,259,57633,5
31,259,57634,5
31,259,57635,5
31,259,57636,5
31,259,57637,5
31,259,57638,5
31,259,57639,5
31,259,57640,5
31,259,57836,5
31,259,57838,5
31,259,57839,5
31,259,57840,5
31,259,57841,5
31,259,57842,5
31,259,57843,5
31,259,57844,5
31,259,57846,5
31,259,57847,5
31,259,57860,5
31,259,57861,5
31,259,57862,5
31,259,57863,5
31,259,57864,5
31,259,57866,5
31,259,57867,5
31,259,57868,5
31,259,57870,5
31,259,57871,5
31,259,58053,5
31,259,58054,5
31,259,58055,5
31,259,58056,5
31,259,58057,5
31,259,58073,5
31,259,58074,5
31,259,58075,5
31,259,58076,5
31,259,58077,5
31,259,58078,5
31,259,58079,5
31,259,58080,5
31,259,58081,5
31,259,58082,5
31,259,58227,5
31,259,58228,5
31,259,58229,5
31,259,58230,5
31,259,58231,5
31,259,58317,5
31,259,58318,5
31,259,58319,5
31,259,58320,5
31,259,58321,5
31,259,58322,5
31,259,58323,5
31,259,58324,5
31,259,58328,5
31,259,58329,5
31,259,58338,5
31,259,58339,5
31,259,58340,5
31,259,58341,5
31,259,58342,4
31,259,58414,5
31,259,58584,8
31,259,58588,6
31,259,58589,4
31,259,58596,6
31,259,58597,8
31,259,58598,6
31,259,58601,4
31,259,58602,4
31,259,58603,4
31,259,58729,6
31,259,58732,5
31,259,58733,3
31,259,58734,6
31,259,58736,5
31,259,58760,5
31,259,58761,5
31,259,58762,4
31,259,58763,4
31,259,58764,4
31,259,58775,6
31,259,58776,5
31,259,58777,5
31,259,58778,6
31,259,58779,5
31,259,58851,8
31,259,58852,5
31,259,58853,6
31,259,58854,5
31,259,58855,6
31,259,58856,5
31,259,58857,8
31,259,58858,6
31,259,58859,5
31,259,58860,5
31,259,58872,5
31,259,58873,5
31,259,58874,5
31,259,58875,5
31,259,58876,5
31,259,58999,5
31,259,59000,8
31,259,59001,5
31,259,59002,8
31,259,59003,5
31,259,59004,6
31,259,59005,5
31,259,59006,6
31,259,59007,5
31,259,59008,6
31,259,59015,6
31,259,59016,5
31,259,59017,5
31,259,59018,6
31,259,59019,5
31,259,59048,5
31,259,59049,5
31,259,59050,5
31,259,59051,5
31,259,59052,5
31,259,59053,8
31,259,59054,6
31,259,59055,6
31,259,59056,8
31,259,59057,6
31,259,59059,8
31,259,59062,6
31,259,59063,6
31,259,59064,4
31,259,59065,8
31,259,59066,6
31,259,59067,4
31,259,59257,6
31,259,59258,5
31,259,59259,5
31,259,59260,6
31,259,59261,5
31,259,59325,4
31,259,59338,6
31,259,59339,5
31,259,59340,5
31,259,59341,6
31,259,59342,5
31,259,59343,6
31,259,59344,6
31,259,59345,5
31,259,59346,5
31,259,59347,5
31,259,59413,5
31,259,59414,5
31,259,59415,5
31,259,59416,5
31,259,59418,6
31,259,59419,5
31,259,59420,6
31,259,59421,5
31,259,59422,5
31,259,59551,6
31,259,59552,5
31,259,59553,5
31,259,59554,6
31,259,59555,5
31,259,59571,5
31,259,59572,5
31,259,59573,5
31,259,59574,5
31,259,59575,5
31,259,59576,8
31,259,59577,6
31,259,59578,6
31,259,59579,6
31,259,59580,6
31,259,59581,4
31,259,59582,4
31,259,59583,4
31,259,59584,4
31,259,59586,4
31,259,60144,5
31,259,60145,8
31,259,60146,6
31,259,60147,6
31,259,60148,6
31,259,60149,5
31,259,60150,5
31,259,60151,5
31,259,60154,8
31,259,60155,4
31,259,60156,6
31,259,60157,6
31,259,60158,4
31,259,60159,4
31,259,60160,8
31,259,60161,6
31,259,60167,5
31,259,60168,10
31,259,60169,8
31,259,60170,5
31,259,60171,6
31,259,60172,5
31,259,60173,6
31,259,60174,6
31,259,60175,5
31,259,60176,5
31,259,61062,4
31,259,61250,6
31,259,61251,5
31,259,61252,5
31,259,61253,6
31,259,61254,5
31,259,61257,3
31,259,61260,6
31,259,61261,5
31,259,61262,5
31,259,61263,6
31,259,61264,5
31,259,61265,4
31,259,61266,4
31,259,61267,4
31,259,61269,4
31,259,61270,8
31,259,61271,6
31,259,61272,6
31,259,61273,8
31,259,61274,6
31,259,62074,8
31,259,62075,5
31,259,62076,6
31,259,62077,5
31,259,62078,6
31,259,62079,8
31,259,62080,5
31,259,62081,6
31,259,62107,5
31,259,62108,5
31,259,62109,4
31,259,62110,5
31,259,62111,4
31,259,62113,4
31,259,62239,5
31,259,62240,5
31,259,62282,5
31,259,62283,4
31,259,62284,4
31,259,62285,4
31,259,62286,5
31,259,62574,10
31,259,62575,8
31,259,62576,6
31,259,62577,6
31,259,62578,6
31,259,6307,5
31,259,6308,5
31,259,6320,5
31,259,6321,5
31,259,63219,8
31,259,6322,5
31,259,63220,6
31,259,63221,6
31,259,63222,8
31,259,63223,6
31,259,63224,4
31,259,63225,4
31,259,63226,4
31,259,63227,4
31,259,63228,4
31,259,63332,6
31,259,63333,5
31,259,63334,5
31,259,63335,6
31,259,63336,5
31,259,63345,6
31,259,63346,5
31,259,63347,6
31,259,63348,5
31,259,63349,5
31,259,63367,8
31,259,63368,6
31,259,63369,5
31,259,63370,5
31,259,63371,5
31,259,63372,8
31,259,63373,6
31,259,63374,5
31,259,63395,6
31,259,63563,8
31,259,63564,6
31,259,63565,5
31,259,63566,5
31,259,63567,5
31,259,63568,6
31,259,63569,8
31,259,63570,6
31,259,63571,5
31,259,63572,5
31,259,63623,5
31,259,63624,5
31,259,63625,4
31,259,63626,4
31,259,63627,4
31,259,63646,5
31,259,63647,4
31,259,63648,4
31,259,63649,5
31,259,63650,4
31,259,63780,6
31,259,63781,5
31,259,63782,5
31,259,63783,6
31,259,63784,5
31,259,64133,8
31,259,64134,4
31,259,64135,5
31,259,64136,4
31,259,64137,8
31,259,64138,4
31,259,64139,5
31,259,64140,4
31,259,64141,5
31,259,64211,8
31,259,64212,6
31,259,64213,5
31,259,64214,6
31,259,64215,5
31,259,64216,5
31,259,64217,8
31,259,64218,6
31,259,64219,5
31,259,64220,5
31,259,64302,5
31,259,64303,5
31,259,64304,4
31,259,64305,5
31,259,64306,5
31,259,64322,5
31,259,64323,4
31,259,64324,5
31,259,64325,4
31,259,64326,4
31,259,64329,8
31,259,64330,5
31,259,64331,6
31,259,64332,5
31,259,64333,8
31,259,64334,5
31,259,64335,6
31,259,64336,5
31,259,64337,6
31,259,64338,5
31,259,64339,5
